"","X","GDP","Life.expectancy","Adult.Mortality","infant.deaths","Measles","under.five.deaths","Polio","Diphtheria","HIV.AIDS","Population","Income.composition.of.resources","Schooling","Hepatitis.B","BMI","Thinness.1.19.years","Thinness.5.9.years"
"1",-1.71502346035156,-0.805029207365321,-0.850261437542346,1.16719750913316,0.424378593815595,-0.0645024479704383,0.444643923378401,-3.1602252377112,-0.81809128534714,-0.425201961472522,-0.0477165108991305,-1.39186832096502,-1.00776439070724,-0.664488671110648,-1.17607739612495,3.1272618809232,3.1024265969685
"2",-1.69230791783035,-0.37937668491108,0.739922790932506,-0.769681536752779,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.655040281144852,0.641313534353936,-0.425201961472522,-0.239032979542972,0.422728063172918,0.400710084037663,0.713459881956927,0.710288805908276,-0.78059426518514,-0.746339986680281
"3",-1.66959237530914,-0.20459957884687,0.466609876663391,-1.33332358714287,-0.0331075498721386,-0.191857727787485,-0.0674360438564135,0.490942839473624,0.469618849683221,-0.425201961472522,-0.00966906499536058,0.300900037382739,0.469416155976439,0.551348287478389,0.783027862541948,0.391762578647361,0.336125614970938
"4",-1.64687683278792,0.18147896645618,0.56599639094307,-1.39481181082178,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.121723595713361,0.641313534353936,-0.356152070293223,-0.256368502954058,0.563792093035231,0.297650976129499,0.713459881956927,0.210813950357062,-0.267688146008421,-0.265244163724183
"5",-1.62416129026671,-0.50449174134505,0.367223362383713,-0.31876789644071,-0.25627152240274,-0.195359706150923,-0.267060437863206,0.531967199891431,0.426695178515543,-0.425201961472522,-0.238849100077749,0.288076034667983,-0.114585455503156,0.510820388858754,0.559961422198687,-0.560777356966546,-0.529846866350037
"6",-1.6014457477455,1.318844379757,1.3610885051805,-0.923402095950076,-0.25627152240274,-0.190573669054224,-0.267060437863206,0.40889411863801,0.383771507347864,-0.425201961472522,-0.109405472982529,1.54482830071404,2.53059831413971,0.47029249023912,1.12732606394133,-0.927138870664203,-0.914723524714915
"7",-1.57873020522428,1.35424417137499,1.19958541947602,-0.861913872271157,-0.26742972102927,-0.163141505207289,-0.275739759341762,0.40889411863801,0.383771507347864,-0.425201961472522,-0.203399005884856,1.25628823963204,0.984711695517257,0.47029249023912,0.690891724139297,-0.609625558792901,-0.553901657497842
"8",-1.55601466270307,-0.0418998918066111,0.106333762399558,-0.31876789644071,-0.21163872789662,-0.199211882350705,-0.223663830470425,0.614015920727045,0.5125425208509,-0.425201961472522,-0.197097044200711,0.397080057743407,-0.114585455503156,0.591876186098023,0.443578931584812,-0.389808650574307,-0.361463328315403
"9",-1.53329912018186,0.250736776726637,0.52872644808819,-0.0215748153259364,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.490942839473624,0.469618849683221,-0.425201961472522,-0.25450028758739,0.602264101179499,-0.148938491472544,0.551348287478389,1.02549138465419,-0.463080953313838,-0.457682492906622
"10",-1.51058357766065,1.32858335326684,0.628112962367869,-0.820921723151878,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.614015920727045,0.598389863186258,-0.425201961472522,-0.248867120014852,0.813860145972968,0.503769191945826,0.672931983337292,0.981847950673984,0.440610780473715,0.408289988414353
"11",-1.48786803513943,-0.746758860271174,-0.00547606616508071,-0.206039486362692,0.759124552611497,-0.171196055443197,0.705023567735086,0.572991560309238,0.555466192018579,-0.425201961472522,0.743319342031257,-0.776316190656742,-0.973411354737854,0.632404084717658,-1.21487155966291,3.29823058731544,3.34297450844655
"12",-1.46515249261822,-0.113292951873111,0.454186562378432,-0.523728642037105,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.572991560309238,0.555466192018579,-0.425201961472522,-0.255169571630793,0.62791210660901,0.77859347970093,0.632404084717658,0.540564340429708,-0.145567641442536,-0.169024999132964
"13",-1.44243695009701,-0.00912537506772849,0.0566405052597182,0.480579011385232,-0.26742972102927,-0.198978417126476,-0.275739759341762,0.655040281144852,0.641313534353936,-0.425201961472522,-0.19808760567062,0.653560112038521,0.881652587609093,0.713459881956927,0.918807434924802,-0.609625558792901,-0.577956448645647
"14",-1.4197214075758,1.19589573317697,1.14989216233618,-0.769681536752779,-0.26742972102927,-0.193725449581318,-0.267060437863206,0.655040281144852,0.641313534353936,-0.425201961472522,-0.187020232448084,1.27552424370417,1.22518294730297,0.672931983337292,0.986697221116229,-0.829442467011495,-0.818504360123695
"15",-1.39700586505458,-0.487493413224012,-0.104862580444759,0.265370228509017,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.449918479055817,0.426695178515543,-0.356152070293223,-0.254710871436331,0.0636559871597579,-0.0802324195337676,0.510820388858754,-1.81618109450126,-0.218839944182067,-0.241189372576379
"16",-1.37429032253337,-0.800265302982033,-1.47142715179033,1.02372498721568,0.0115252446339817,-0.192791588684401,0.0627537783219292,-0.206471287629094,-0.0883888754966018,0.196247059141164,-0.19135051013157,-1.37904431825026,-0.801646174890914,0.0244856054231393,-0.856025546936793,0.611579486865955,0.576673526448987
"17",-1.35157478001216,-0.51693374232227,-0.253942351864276,0.634299570582529,-0.26742972102927,-0.197927823617445,-0.275739759341762,0.614015920727045,0.641313534353936,-0.149002396755328,-0.252055949638586,-0.590368151292784,-0.183291527441932,0.713459881956927,-0.914216792243731,2.68762806448601,2.78971431204704
"18",-1.32885923749094,-0.412531437474586,0.690229533792668,-0.626209014835302,-0.26742972102927,-0.00345129183449398,-0.275739759341762,-0.370568729300322,-0.0883888754966018,-0.425201961472522,-0.235010199179019,0.32654804281225,0.400710084037663,0.0244856054231393,0.60360485617889,-0.511929155140192,-0.505792075202232
"19",-1.30614369496973,-0.111262651719126,-0.763298237547627,1.09546124817442,-0.24511332377621,-0.199211882350705,-0.258381116384649,0.531967199891431,0.469618849683221,1.02484575329275,-0.242725347423008,0.012359976300735,-0.148938491472544,0.551348287478389,-0.264414552982928,0.489458982300069,0.408289988414353
"20",-1.28342815244852,-0.124056746582116,0.392069990953633,-0.0728150017250352,0.201214621284993,-0.174231103358178,0.132188350150379,0.614015920727045,0.5125425208509,-0.425201961472522,1.35314929995268,0.371432052313895,0.744240443731542,0.591876186098023,0.618152667505625,-0.414232751487484,-0.433627701758817
"21",-1.26071260992731,-0.0597177989192157,0.329953419528834,-0.124055188124134,-0.26742972102927,-0.199211882350705,-0.267060437863206,0.326845397802396,0.297924165012507,-0.425201961472522,-0.21242353716461,0.615088103894254,0.675534371792766,0.429764591619485,1.08368262996113,-0.609625558792901,-0.626066030941256
"22",-1.23799706740609,-0.820374873146573,-1.48385046607529,-1.26158732618413,0.156581826778873,-0.187655353751358,0.253698850850165,0.326845397802396,0.297924165012507,-0.0799525055760298,-0.144588306279847,-1.90482842955524,-1.83223725397255,0.38923669299985,-1.16152958479822,0.880244596910903,0.745057064483621
"23",-1.21528152488488,-0.86198497691786,-1.52112040893017,1.42339844112865,-0.0331075498721386,-0.198161288841674,-0.00668079350652022,0.449918479055817,0.426695178515543,-0.0109026143967314,-0.1825642407464,-1.8599444200536,-0.835999210860302,0.510820388858754,-1.19547447789393,0.709275890518663,0.672892691040207
"24",-1.19256598236367,-0.73990780226611,-0.390598808998833,0.255122191229197,-0.15584773476397,-0.199211882350705,-0.171587901599088,0.162747956131168,0.212076822677149,-0.356152070293223,-0.160703831300438,-0.885320213732165,-0.732940102952138,0.308180895760581,-1.15183104391373,-0.609625558792901,-0.602011239793452
"25",-1.16985043984246,-0.754130298055019,-1.80685663748425,2.13051301343621,0.234689217164583,0.0119574129646354,0.314454101200058,-0.00134948554005962,-0.00254153316124436,1.92249433862362,-0.115326925106194,-1.16744827345679,-0.904705282799077,0.105541402662408,-0.695999622342715,0.294066174994652,0.263961241527524
"26",-1.14713489732124,1.29622625940864,1.28654861947074,-0.872161909550977,-0.24511332377621,-0.176449022988355,-0.258381116384649,0.326845397802396,0.297924165012507,-0.425201961472522,-0.0346178618451998,1.42941227628124,1.12212383939481,-1.06976765730699,1.14672314571031,-0.927138870664203,-0.93877831586272
"27",-1.12441935480003,-0.870590355206927,-2.40317572316232,2.540434504629,-0.100056741631319,-0.181701990533513,-0.093474008292082,-1.47822646058111,-1.59071736636536,2.54394335923731,-0.228744281591059,-2.23825250013889,-2.03835546978888,-1.39399084626407,-1.00150366020414,0.929092798737257,0.913440602518255
"28",-1.10170381227882,-0.79282753172069,-2.32863583745256,2.12026497615639,0.245847415791113,-0.150417650486796,0.392567994507064,-1.27310465849208,-1.63364103753304,1.43914510036854,-0.164277865147558,-1.93688843634213,-1.9696493978501,-1.43451874488371,-1.17607739612495,1.00236510147679,0.961550184813865
"29",-1.0789882697576,0.228600198182954,1.63440141944961,-0.687697238514221,-0.24511332377621,-0.198161288841674,-0.258381116384649,0.531967199891431,0.5125425208509,-0.425201961472522,-0.146780800680481,0.954924175835281,1.12212383939481,0.632404084717658,0.991546491558474,-0.878290668837849,-0.866613942419305
"30",-1.05627272723639,-0.252935420358768,0.52872644808819,-0.656953126674762,1.48440746333595,4.74569829943655,1.31257607123402,0.655040281144852,0.641313534353936,-0.425201961472522,8.24712677384811,0.243192025166338,0.160238832251947,0.713459881956927,-0.506878075095168,-0.19441584326889,-0.361463328315403
"31",-1.03355718471518,-0.245551991358758,0.367223362383713,-0.0625669644452154,-0.15584773476397,-0.199095149738591,-0.171587901599088,0.326845397802396,0.297924165012507,-0.425201961472522,0.0421593251058456,0.17907201159256,0.194591868221335,0.38923669299985,0.705439535466031,-0.560777356966546,-0.602011239793452
"32",-1.01084164219397,-0.829692541518307,-1.03661115181674,0.798268167059645,-0.25627152240274,-0.199211882350705,-0.258381116384649,0.367869758220203,0.297924165012507,0.0581472767825671,-0.252117730658233,-1.27004029517484,-0.664234031013362,0.38923669299985,-0.928764603570465,0.562731285039601,0.504509153005572
"33",-0.988126099672754,-0.59229853694191,-0.887531380397224,1.20818965825244,-0.18932233064356,-0.0405722624869419,-0.1889465445562,-3.07817651687558,-3.26474054190483,1.43914510036854,-0.226821627980015,-0.680136170296074,-0.664234031013362,-2.97457889242982,-0.773587949418632,0.758124092345018,0.648837899892402
"34",-0.965410557151541,-0.169109090172117,0.963542448061782,-0.554472753876564,-0.25627152240274,-0.199211882350705,-0.267060437863206,0.367869758220203,0.340847836180185,-0.425201961472522,-0.226684205212059,0.506084080818831,0.400710084037663,0.429764591619485,-1.78708547184779,-0.658473760619255,-0.650120822089061
"35",-0.942695014630328,0.128668668366924,0.764769419502426,-0.554472753876564,-0.26742972102927,-0.175164964255094,-0.275739759341762,0.449918479055817,0.426695178515543,-0.425201961472522,-0.230282028658795,0.813860145972968,0.77859347970093,0.510820388858754,0.986697221116229,-0.707321962445609,-0.722285195532476
"36",-0.919979472109116,0.623522963149935,1.63440141944961,-0.995138356908814,-0.26742972102927,-0.199211882350705,-0.275739759341762,0.572991560309238,0.555466192018579,-0.425201961472522,-0.249684034772239,1.01263218805168,0.435063120007051,0.632404084717658,-1.79678401273228,-0.829442467011495,-0.818504360123695
"37",-0.897263929587903,1.29518134034456,1.75863456229921,-0.800425648592238,-0.26742972102927,-0.198161288841674,-0.275739759341762,0.40889411863801,0.383771507347864,-0.425201961472522,-0.221691980058774,1.45506028171075,2.11836188250706,-1.27982787710711e-10,0.749082969446234,-0.805018366098318,-0.8425591512715
"38",-0.87454838706669,-0.739527229492198,-1.03661115181674,0.941740688977121,-0.25627152240274,-0.193725449581318,-0.267060437863206,0.0396748748777473,-0.00254153316124436,0.955795862113447,-0.251187542429267,-1.44957633318142,-2.31317975754398,0.105541402662408,-0.405043395808027,0.294066174994652,0.239906450379719
"39",-0.851832844545477,-0.250197246934903,0.255413533819076,0.0296653710731624,-0.20048052927009,-0.199211882350705,-0.214984508991868,0.162747956131168,0.0403821380064344,-0.287102179113925,-0.191645449072787,0.140600003448292,0.0571797243437835,-0.0160422931964952,0.753932239888479,-0.267688146008421,-0.289298954871988
